,id,cast,qpos,lons,lats,juld
270,2900114.0,46.0,8.0,113.005470133352,-64.0461933732526,21407.261099517294
271,2900114.0,45.0,8.0,113.155215825171,-64.0019302737549,21400.1569097191
272,2900114.0,44.0,8.0,113.30204931676,-63.9585279870591,21393.190879643
273,2900114.0,59.0,1.0,111.516,-64.569,21498.8998958468
274,2900114.0,60.0,8.0,111.380726470067,-64.6559961314784,21506.0819444507
275,2900114.0,61.0,1.0,111.247,-64.742,21513.1818287075
276,2900114.0,62.0,1.0,111.577,-64.877,21520.2710879743
277,2900114.0,78.0,1.0,111.355,-64.647,21632.5874884129
278,2900114.0,77.0,1.0,111.387,-64.651,21625.5759143233
279,2900114.0,76.0,1.0,111.595,-64.574,21618.5734722614
280,2900114.0,75.0,1.0,111.811,-64.624,21611.5255555511
281,2900114.0,74.0,1.0,111.575,-64.576,21604.5263425708
282,2900114.0,73.0,1.0,111.43,-64.617,21597.4928819537
283,2900114.0,72.0,1.0,111.63,-64.691,21590.4805787206
284,2900114.0,43.0,8.0,113.451504935847,-63.9143506297153,21386.1004513875
285,2900114.0,71.0,1.0,111.772,-64.695,21583.45609954
286,2900114.0,69.0,1.0,111.646,-64.622,21569.451921314
287,2900114.0,68.0,1.0,111.768,-64.541,21562.4555787146
288,2900114.0,67.0,1.0,111.958,-64.641,21555.2824884355
289,2900114.0,66.0,1.0,111.73,-64.528,21548.2884375155
290,2900114.0,65.0,1.0,111.737,-64.567,21541.2700694501
291,2900114.0,64.0,1.0,111.718,-64.476,21534.271122694
292,2900114.0,63.0,1.0,111.921,-64.776,21527.2614699006
293,2900114.0,70.0,1.0,111.733,-64.696,21576.4659028053
294,2900114.0,42.0,8.0,113.598607032301,-63.8708689465191,21379.1216782406
295,2900114.0,41.0,8.0,113.746086785235,-63.827275632423,21372.1249884292
296,2900114.0,40.0,8.0,113.893275245183,-63.783768421174,21365.1421180516
297,2900114.0,20.0,1.0,119.32,-63.66,21224.9420833588
298,2900114.0,21.0,1.0,118.878,-63.726,21231.9551041722
299,2900114.0,22.0,1.0,118.304,-63.723,21238.9417939782
300,2900114.0,23.0,1.0,117.867,-63.517,21245.9541319609
301,2900114.0,24.0,1.0,117.46,-63.204,21252.9478356838
302,2900114.0,25.0,1.0,115.747,-63.437,21259.9879050255
303,2900114.0,26.0,1.0,114.783,-63.616,21267.0054976852
304,2900114.0,19.0,1.0,119.275,-63.73,21217.932974517294
305,2900114.0,27.0,1.0,115.305,-63.568,21274.0153935188
306,2900114.0,30.0,1.0,116.001,-63.527,21295.1897916645
307,2900114.0,31.0,1.0,116.174,-63.579,21302.1778935194
308,2900114.0,32.0,1.0,116.35,-63.426,21309.18861112
309,2900114.0,33.0,1.0,115.815,-63.589,21316.1965162158
310,2900114.0,34.0,8.0,115.221321805271,-63.5774784333274,21323.207557871898
311,2900114.0,35.0,1.0,114.63,-63.566,21330.1907754689
312,2900114.0,36.0,8.0,114.482211081506,-63.609685780102,21337.2020023167
313,2900114.0,29.0,1.0,116.152,-63.332,21288.139363437906
314,2900114.0,79.0,1.0,110.975,-64.723,21639.5836689472
315,2900114.0,18.0,1.0,119.295,-63.809,21210.9181829095
316,2900114.0,16.0,1.0,118.991,-63.669,21196.9142476916
317,2900114.0,39.0,8.0,114.040718403318,-63.7401859240783,21358.1471643597
318,2900114.0,1.0,8.0,119.16,-64.93,21092.0436226875
319,2900114.0,2.0,8.0,119.109907932943,-64.8239292152258,21099.0070833336
320,2900114.0,3.0,8.0,119.059789306177,-64.7178021898284,21105.9742361307
321,2900114.0,4.0,8.0,119.00962422111,-64.6115767882033,21112.9478472471
322,2900114.0,5.0,8.0,118.959309187185,-64.5050338673805,21119.9423032403
323,2900114.0,6.0,8.0,118.909164583581,-64.3988518355946,21126.913067162
324,2900114.0,17.0,1.0,119.342,-63.792,21203.9247106314
325,2900114.0,7.0,8.0,118.858838726226,-64.2922859959793,21133.9090277553
326,2900114.0,9.0,8.0,118.758540027775,-64.0799018345447,21147.8518750072
327,2900114.0,10.0,8.0,118.708198101425,-63.9733019685626,21154.8500694036
328,2900114.0,11.0,1.0,118.658,-63.867,21161.8286690116
329,2900114.0,12.0,1.0,118.393,-63.883,21168.8737499714
330,2900114.0,13.0,1.0,118.449,-63.95,21175.8849189878
331,2900114.0,14.0,1.0,118.724,-63.735,21182.8865046501
332,2900114.0,15.0,1.0,118.721,-63.595,21189.9092823863
333,2900114.0,8.0,8.0,118.808709192157,-64.186135874184,21140.8776968122
334,2900114.0,80.0,1.0,110.112,-64.916,21646.6245138645
335,2900114.0,28.0,1.0,115.48,-63.363,21281.0662268549
336,2900114.0,82.0,1.0,107.818,-64.828,21660.6181018353
337,2900114.0,139.0,8.0,87.0479553554277,-64.1519470626013,22059.4337500036
338,2900114.0,138.0,8.0,87.1127372699143,-64.2962617864664,22052.4378819466
339,2900114.0,137.0,8.0,87.1773955030861,-64.4403009853655,22045.4553703666
340,2900114.0,136.0,8.0,87.2421593045402,-64.5845753588132,22038.4614583552
341,2900114.0,135.0,8.0,87.3068592293674,-64.7287074342472,22031.4744444489
342,2900114.0,134.0,8.0,87.3716422157217,-64.8730245459128,22024.4784606397
343,2900114.0,133.0,8.0,87.4363725781362,-65.0172244271847,22017.4881597459
344,2900114.0,140.0,8.0,86.983323702055,-64.0079670755425,22066.4133912027
345,2900114.0,132.0,8.0,87.5011140872649,-65.1614491400009,22010.4966551065
346,2900114.0,130.0,1.0,87.998,-65.52,21996.4824189842
347,2900114.0,129.0,1.0,88.862,-65.467,21989.493252337
348,2900114.0,128.0,1.0,89.859,-65.35,21982.5213310122
349,2900114.0,127.0,1.0,90.558,-65.185,21975.5069097281
350,2900114.0,126.0,8.0,92.0339838518108,-64.9704661577211,21968.3643518388
351,2900114.0,125.0,1.0,93.482,-64.76,21961.3571411967
352,2900114.0,124.0,1.0,95.195,-64.448,21954.1984837949
353,2900114.0,131.0,1.0,87.566,-65.306,22003.4893518388
354,2900114.0,123.0,8.0,95.5017884440645,-64.4572336653933,21947.0633217618
355,2900114.0,141.0,8.0,86.9185438239534,-63.863656888134,22073.4090393484
356,2900114.0,143.0,8.0,86.7891997062175,-63.5755168913068,22087.3770486116
357,2900114.0,81.0,1.0,109.142,-64.914,21653.6097453237
358,2900114.0,158.0,8.0,85.8187113394516,-61.4135591632268,22192.1811226904
359,2900114.0,157.0,8.0,85.8833314179427,-61.5575133649124,22185.2027314752
360,2900114.0,156.0,8.0,85.9481245858054,-61.7018531579326,22178.205648154
361,2900114.0,155.0,8.0,86.0127806755165,-61.8458875818424,22171.2233680487
362,2900114.0,154.0,8.0,86.0775639832386,-61.9902054094194,22164.2273495346
363,2900114.0,153.0,8.0,86.1421440846776,-62.1340705541935,22157.2532754838
364,2900114.0,142.0,8.0,86.8539877295809,-63.7198452239217,22080.3805208504
365,2900114.0,152.0,8.0,86.2069370382497,-62.2784098698383,22150.2562153041
366,2900114.0,150.0,8.0,86.3362923024252,-62.5665746975981,22136.287002325094
367,2900114.0,149.0,8.0,86.4009562158925,-62.7106265504961,22129.303877323902
368,2900114.0,148.0,8.0,86.4657249478313,-62.8549119075887,22122.3094328642
369,2900114.0,147.0,8.0,86.5303320577899,-62.998837219264,22115.3324421346
370,2900114.0,146.0,8.0,86.5950955377385,-63.1431108764935,22108.3385648429
